prompt,answer
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema com o Touchpad do Dell XPS 13 9310 Inativo
Body: Caro Suporte ao Cliente da Tech Online Store,

Estou entrando em contato para relatar um problema com meu Dell XPS 13 9310. O touchpad se torna inativo e frequentemente fica lento sempre que o laptop está desconectado da fonte de alimentação. Agradeceria qualquer ajuda ou orientação para resolver esse problema na primeira oportunidade. Obrigado.

Atenciosamente,
<name>
Language: pt
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Faulty Canon PIXMA MG3620 Wireless Connection
Body: Dear Tech Online Store Support,

I recently purchased a Canon PIXMA MG3620 printer from your store, but unfortunately, I have encountered an issue with its wireless connection. The printer frequently disconnects from the Wi-Fi, making it impossible to use. I have tried multiple troubleshooting steps but to no avail. Could you please assist me in processing a replacement or exchange unit?

My account number is <acc_num>. You can contact me on <tel_num> if further information is needed.

Thank you for your assistance.

Best regards,
<name>
Language: en
Business type: Tech Online Store

Answer:",Returns and Exchanges
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: Sudden Shutdown Issue
Body: Dear Tech Online Store Support, I am experiencing sudden shutdown issues with my Dell XPS 13 9310. This incident needs urgent resolution. Please advise on next steps. Thank you, <name>
Language: en
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de falta de sonido después de la actualización
Body: El cliente informa que no hay sonido en el Samsung QLED QN90A después de una actualización de firmware. Necesita una resolución urgente.
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitação para Ajustar Contas de Faturamento da AWS
Body: Prezado time de Suporte de Serviços de TI,

Gostaria de solicitar um ajuste em nossas contas de faturamento da AWS para os serviços de infraestrutura em nuvem gerenciados pelo Serviço de Gestão da AWS. É essencial revisar e corrigir quaisquer discrepâncias. Por favor, priorizem este pedido de média prioridade o mais rápido possível.

Agradeço antecipadamente pela sua assistência.

Atenciosamente,
<name>
<acc_num>
Language: pt
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Asistencia Urgente Necesaria
Body: Estimado Soporte al Cliente,

Nuestro Router Cisco ISR4331 está experimentando desconexiones frecuentes, lo que afecta gravemente nuestras operaciones comerciales. Esto requiere una solución y reparación urgente. Por favor, ayuden a la mayor brevedad posible.

Gracias,
<name>
<company>
<tel_num>
Language: es
Business type: IT Consulting Firm

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MacBook Air M1 defectuoso
Body: Estimado soporte al cliente,

Recibí recientemente un MacBook Air M1 defectuoso de su tienda. La pantalla parpadea constantemente y el teclado no funciona. Mi número de cuenta es <acc_num>. Por favor, indíqueme cómo proceder con un reemplazo o reembolso.

Gracias,
<name>
Language: es
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Inquiry About Billing Charges for Adobe Photoshop 2024
Body: Dear Customer Support Team,

I recently purchased a license for Adobe Photoshop 2024. However, I'm seeing unexpected charges on my billing statement. Could you please provide more details or clarify these charges?

Thank you,
<name>
<email>
Language: en
Business type: Tech Online Store

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Upgrade Request for PyCharm
Body: Greetings Customer Support,

I am reaching out to request an upgrade from PyCharm version 2024.1 to 2024.2. The latest edition includes enhanced code analysis and debugging features that are essential for my ongoing projects.

Thank you for your assistance.

Best regards,
<name>
Language: en
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Anfrage bezüglich der Identifizierung der URL-Resolver-Methode
Body: Hallo,

ich schreibe, um mich nach der im Produkt 'Just damage checking' verwendeten URL-Resolver-Methode zu erkundigen. Könnten Sie bitte Informationen und Dokumentationen zu den Einzelheiten und der Identifizierung bereitstellen? Jede Unterstützung, die Sie bieten können, würde sehr geschätzt. Vielen Dank für Ihre Zeit und Unterstützung.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Anfrage zur Unterstützung bei einem Wi-Fi-Konnektivitätsproblem
Body: Sehr geehrter Kunde des Tech Online Shops, 

ich habe Probleme mit der Wi-Fi-Konnektivität meines Dell XPS 13 9310 Ultrabooks. Könnten Sie mir bitte so schnell wie möglich bei der Lösung dieses Problems helfen?

Vielen Dank.

Mit freundlichen Grüßen, 
<name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Discrepancia de Facturación en el Servicio de Gestión de AWS
Body: Estimado Soporte al Cliente,

Estoy escribiendo para informar sobre una discrepancia de facturación en mi cuenta del Servicio de Gestión de AWS y alegar cargos incorrectos. Por favor, verifiquen las transacciones de facturación para la cuenta <acc_num> y procesen un reembolso si es aplicable. Su pronta atención a este asunto sería apreciada.

Gracias.

Atentamente,
<name>
Language: es
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringend: React App stürzt ab
Body: Sehr geehrter Kundenservice,

Meine JavaScript React-App stürzt sofort beim Starten ab und zeigt eine leere Seite an. Ich habe Ihr Entwicklungsdienstprogramm für JavaScript React Apps abonniert. Dieses Problem ist dringend und erfordert sofortige Aufmerksamkeit. Meine Kontonummer ist <acc_num>.

Bitte helfen Sie mir umgehend, dieses Problem zu lösen.

Mit freundlichen Grüßen,
<name>
<tel_num>
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Hilfe bei der Einrichtung des Scrum Boards erforderlich
Body: Sehr geehrter Kundenservice,

Unser Kunde, <name>, benötigt Hilfe bei der Einrichtung eines Scrum Boards in Jira Software 8.20 für ein neues Projekt. Unterstützung bei der anfänglichen Konfiguration und bewährte Verfahren wären sehr willkommen.

Vielen Dank für Ihre umgehende Unterstützung.

Mit freundlichen Grüßen,
<name>
<name> Softwareentwicklungsunternehmen
Language: de
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Upgrade Request for Surface Pro 7
Body: Dear IT Services team,

I am writing to request an upgrade to the latest stable version of the Windows software for my Microsoft Surface Pro 7. I believe this upgrade will enhance its performance and provide me with new features. Please let me know the steps or requirements necessary to proceed.

Thank you,
<name>
<email>
Language: en
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringend: Hardwarefehler beim Dell XPS 13 9310
Body: Sehr geehrte IT-Services, unser Dell XPS 13 9310 hat gelegentliches Bildschirmflimmern und intermittierende Probleme mit der drahtlosen Konnektivität. Bitte beraten Sie uns zu den nächsten Schritten, um diese Probleme zu lösen. Mit freundlichen Grüßen, <name>, <company name>, <email_address>, <phone_number>. Vielen Dank.
Language: de
Business type: IT Services

Answer:",IT Support
